Code,Country,Description,Rate
42072,,Cellular Eurotel,0
42073,,Cellular T mobile,0
42077,,Cellular Vodafone,0
4208,,Premium,0
42090,,Premium,0
42091,,Premium,0
42092,,Premium,0
42093,,Cellular T mobile,0
42094,,Premium,0
42096,,Cellular,0
420961,,Cellular Eurotel,0
420962,,Cellular Eurotel,0
420963,,Cellular T mobile,0
420964,,Cellular T mobile,0
420965,,Cellular T mobile,0
420966,,Cellular Eurotel,0
420967,,Cellular Vodafone,0
42097,,Premium,0
42098,,Premium,0
42099,,Premium,0
243,,,0
24312,,Kinshasa,0
24380,,Cellular Supercell,0
24381,,Cellular Vodacom,0
24382,,Cellular Vodacom,0
24384,,Cellular CCT,0
24385,,Cellular CCT,0
24389,,Cellular Sait,0
24397,,Cellular Zain,0
24398,,Cellular Zain,0
24399,,Cellular Zain,0
45,,,0
452,,Cellular,0
45200,,Cellular TDC,0
45201,,Cellular TDC,0
45202,,Cellular TDC,0
45203,,Cellular TDC,0
45204,,Cellular TDC,0
45205,,Cellular TDC,0
45206,,Cellular Sonofon,0
45207,,Cellular Sonofon,0
45208,,Cellular Sonofon,0
45209,,Cellular Sonofon,0
4521,,Cellular TDC,0
4522,,Cellular Sonofon,0
45230,,Cellular TDC,0
45231,,Cellular TDC,0
45232,,Cellular TDC,0
45233,,Cellular TDC,0
45234,,Cellular TDC,0
45235,,Cellular TDC,0
45236,,Cellular TDC,0
45237,,Cellular TDC,0
45238,,Cellular TDC,0
452390,,Cellular TDC,0
452391,,Cellular TDC,0
452392,,Cellular TDC,0
452393,,Cellular TDC,0
452394,,Cellular TDC,0
452395,,Cellular Telia,0
452396,,Cellular TDC,0
452397,,Cellular TDC,0
452398,,Cellular TDC,0
452399,,Cellular TDC,0
4524,,Cellular TDC,0
4525,,Cellular Sonofon,0
452596,,Cellular TDC,0
4525988,,Cellular TDC,0
4526,,Cellular Telia,0
4527,,Cellular Telia,0
4528,,Cellular Telia,0
4529,,Cellular TDC,0
4530,,Cellular,0
45301,,Cellular TDC,0
45302,,Cellular TDC,0
45303,,Cellular TDC,0
45304,,Cellular TDC,0
45305,,Cellular TDC,0
45306,,Cellular TDC,0
45307,,Cellular TDC,0
45308,,Cellular TDC,0
45309,,Cellular TDC,0
4531,,Cellular,0
45318,,Cellular Sonofon,0
45319,,Cellular Sonofon,0
4540,,Cellular,0
45401,,Cellular TDC,0
45402,,Cellular TDC,0
45403,,Cellular TDC,0
45404,,Cellular TDC,0
45405,,Cellular Sonofon,0
45406,,Cellular Sonofon,0
45407,,Cellular Sonofon,0
45408,,Cellular Sonofon,0
45409,,Cellular Sonofon,0
4541,,Cellular Sonofon,0
4542,,Cellular,0
45420,,Cellular Telia,0
45421,,Cellular Telia,0
45422,,Cellular Telia,0
45423,,Cellular Telia,0
45424,,Cellular Sonofon,0
45425,,Cellular Sonofon,0
454260,,Cellular Sonofon,0
454270,,Cellular Sonofon,0
454275,,Cellular TDC,0
454276,,Cellular Telia,0
454277,,Cellular Telia,0
454278,,Cellular Telia,0
454279,,Cellular Telia,0
454280,,Cellular Sonofon,0
454281,,Cellular Sonofon,0
454282,,Cellular Telia,0
454284,,Cellular Sonofon,0
454285,,Cellular Sonofon,0
454286,,Cellular Telia,0
454287,,Cellular Sonofon,0
454288,,Cellular Sonofon,0
454289,,Cellular Sonofon,0
454293,,Cellular Sonofon,0
454296,,Cellular Telia,0
454297,,Cellular Telia,0
454298,,Cellular Telia,0
454299,,Cellular Telia,0
4550,,Cellular Sonofon,0
455060,,Cellular TDC,0
455061,,Cellular TDC,0
455063,,Cellular,0
455069,,Cellular,0
4551,,Cellular,0
45511,,Cellular TDC,0
45512,,Cellular TDC,0
45513,,Cellular TDC,0
45514,,Cellular TDC,0
45515,,Cellular TDC,0
45516,,Cellular TDC,0
45517,,Cellular TDC,0
455180,,Cellular TDC,0
455181,,Cellular TDC,0
455182,,Cellular TDC,0
455183,,Cellular TDC,0
455184,,Cellular TDC,0
455185,,Cellular TDC,0
455186,,Cellular TDC,0
455187,,Cellular TDC,0
455188,,Cellular Telia,0
455189,,Cellular Telia,0
45519,,Cellular TDC,0
4552,,Cellular,0
45521,,Cellular Telia,0
455210,,Cellular Sonofon,0
455211,,Cellular,0
455212,,Cellular,0
455221,,Cellular Telia,0
455222,,Cellular Sonofon,0
455223,,Cellular Telia,0
455224,,Cellular Telia,0
455225,,Cellular Sonofon,0
455226,,Cellular Telia,0
455227,,Cellular Telia,0
455228,,Cellular Telia,0
455229,,Cellular Telia,0
45523,,Cellular Telia,0
455230,,Cellular TDC,0
455233,,Cellular Sonofon,0
45524,,Cellular Telia,0
455240,,Cellular TDC,0
455242,,Cellular Sonofon,0
455244,,Cellular Sonofon,0
45525,,Cellular Sonofon,0
455250,,Cellular TDC,0
45526,,Cellular Sonofon,0
45527,,Cellular Sonofon,0
45528,,Cellular Sonofon,0
45529,,Cellular Sonofon,0
4553,,Cellular,0
45531,,Cellular Sonofon,0
455319,,Cellular Telia,0
45532,,Cellular Telia,0
45533,,Cellular Telia,0
455333,,Cellular Sonofon,0
45534,,Cellular Telia,0
455390,,Cellular Sonofon,0
455391,,Cellular Sonofon,0
455392,,Cellular Sonofon,0
455393,,Cellular Sonofon,0
455394,,Cellular Sonofon,0
455395,,Cellular Sonofon,0
455396,,Cellular Sonofon,0
455397,,Cellular Sonofon,0
455399,,Cellular Sonofon,0
4560,,Cellular,0
45601,,Cellular Telia,0
45602,,Cellular Telia,0
45603,,Cellular Telia,0
45604,,Cellular Telia,0
456050,,Cellular Sonofon,0
45606,,Cellular Sonofon,0
45607,,Cellular Sonofon,0
45608,,Cellular Sonofon,0
456090,,Cellular Sonofon,0
456091,,Cellular Sonofon,0
456092,,Cellular Sonofon,0
456093,,Cellular Sonofon,0
456094,,Cellular Sonofon,0
456095,,Cellular Sonofon,0
456096,,Cellular Sonofon,0
456097,,Cellular Sonofon,0
456099,,Cellular TDC,0
4561,,Cellular,0
45611,,Cellular TDC,0
45612,,Cellular TDC,0
45613,,Cellular TDC,0
456140,,Cellular TDC,0
456141,,Cellular TDC,0
456142,,Cellular TDC,0
456143,,Cellular TDC,0
456144,,Cellular TDC,0
456145,,Cellular TDC,0
456146,,Cellular Telia,0
456147,,Cellular TDC,0
456148,,Cellular TDC,0
456149,,Cellular TDC,0
45615,,Cellular TDC,0
45616,,Cellular TDC,0
45617,,Cellular TDC,0
45618,,Cellular Sonofon,0
45619,,Cellular Sonofon,0
4570,,Premium,0
4571,,Cellular,0
45711,,Cellular Sonofon,0
45712,,Cellular Sonofon,0
45713,,Cellular TDC,0
45714,,Cellular TDC,0
45715,,Cellular TDC,0
45716,,Cellular TDC,0
457170,,Cellular Sonofon,0
457171,,Cellular Sonofon,0
457172,,Cellular Sonofon,0
457173,,Cellular Sonofon,0
457174,,Cellular Sonofon,0
457175,,Cellular Sonofon,0
457176,,Cellular Sonofon,0
457177,,Cellular TDC,0
457178,,Cellular Sonofon,0
457179,,Cellular Sonofon,0
45718,,Cellular TDC,0
457190,,Cellular Sonofon,0
457191,,Cellular Sonofon,0
457192,,Cellular Sonofon,0
457193,,Cellular Sonofon,0
457194,,Cellular Sonofon,0
457195,,Cellular Sonofon,0
457199,,Cellular Sonofon,0
4581,,Cellular,0
45811,,Cellular Sonofon,0
45812,,Cellular Sonofon,0
458130,,Cellular Sonofon,0
458131,,Cellular Sonofon,0
458132,,Cellular Sonofon,0
458133,,Cellular Sonofon,0
458134,,Cellular Sonofon,0
458135,,Cellular Sonofon,0
458136,,Cellular Sonofon,0
458140,,Cellular TDC,0
458141,,Cellular TDC,0
458142,,Cellular TDC,0
458143,,Cellular TDC,0
458144,,Cellular TDC,0
458145,,Cellular TDC,0
45815,,Cellular Sonofon,0
458160,,Cellular Sonofon,0
458161,,Cellular TDC,0
458162,,Cellular Sonofon,0
458163,,Cellular Sonofon,0
458164,,Cellular Sonofon,0
458165,,Cellular Sonofon,0
458166,,Cellular Sonofon,0
458167,,Cellular Sonofon,0
458168,,Cellular Sonofon,0
458169,,Cellular Sonofon,0
458170,,Cellular Sonofon,0
458171,,Cellular TDC,0
458172,,Cellular TDC,0
458173,,Cellular TDC,0
458174,,Cellular TDC,0
458175,,Cellular TDC,0
458176,,Cellular Sonofon,0
458178,,Cellular Sonofon,0
458179,,Cellular Sonofon,0
458180,,Cellular Sonofon,0
458181,,Cellular Sonofon,0
458182,,Cellular Sonofon,0
458183,,Cellular Sonofon,0
458184,,Cellular Sonofon,0
458185,,Cellular Sonofon,0
458186,,Cellular Sonofon,0
458187,,Cellular Sonofon,0
458189,,Cellular Sonofon,0
458190,,Cellular Sonofon,0
458191,,Cellular Sonofon,0
458192,,Cellular Sonofon,0
458193,,Cellular Sonofon,0
458194,,Cellular Sonofon,0
458195,,Cellular Sonofon,0
458196,,Cellular Sonofon,0
458197,,Cellular Sonofon,0
458198,,Cellular Sonofon,0
4590,,Premium,0
4591,,Cellular,0
459110,,Cellular Sonofon,0
459111,,Cellular Sonofon,0
459112,,Cellular Sonofon,0
459113,,Cellular TDC,0
459114,,Cellular Sonofon,0
459119,,Cellular Sonofon,0
459131,,Cellular Sonofon,0
459132,,Cellular Sonofon,0
459133,,Cellular Sonofon,0
459134,,Cellular Sonofon,0
459135,,Cellular Sonofon,0
459136,,Cellular Sonofon,0
459137,,Cellular Sonofon,0
459138,,Cellular Sonofon,0
459139,,Cellular Sonofon,0
45914,,Cellular TDC,0
459150,,Cellular Sonofon,0
459151,,Cellular Sonofon,0
45916,,Cellular TDC,0
45917,,Cellular TDC,0
459188,,Cellular Sonofon,0
459190,,Cellular Sonofon,0
459191,,Cellular Sonofon,0
459194,,Cellular Sonofon,0
459195,,Cellular Sonofon,0
459196,,Cellular Sonofon,0
459197,,Cellular Sonofon,0
459198,,Cellular Sonofon,0
459199,,Cellular Sonofon,0
246,,,0
253,,,0
253776,,Cellular,0
253777,,Cellular,0
253778,,Cellular,0
1767,,,0
1767225,,Cellular,0
1767235,,Cellular,0
1767245,,Cellular,0
1767265,,Cellular,0
1767275,,Cellular,0
1767276,,Cellular,0
1767277,,Cellular,0
1767285,,Cellular,0
1767295,,Cellular,0
1767315,,Cellular,0
1767316,,Cellular,0
1767317,,Cellular,0
1767420,,Cellular Digicel,0
1767421,,Cellular Digicel,0
17674469,,Audiotext,0
1767611,,Cellular Digicel,0
1767612,,Cellular Digicel,0
1767613,,Cellular Digicel,0
1767614,,Cellular Digicel,0
1767615,,Cellular Digicel,0
1767616,,Cellular Digicel,0
1767617,,Cellular Digicel,0
1809,,,0
1809200,,Cellular,0
1809201,,Cellular,0
1809202,,Santo Domingo,0
1809203,,Cellular,0
1809204,,Cellular,0
1809205,,Cellular,0
1809206,,Cellular,0
1809207,,Cellular,0
1809208,,Cellular,0
1809209,,Cellular,0
1809210,,Cellular,0
1809212,,Cellular,0
1809213,,Santo Domingo,0
1809214,,Cellular,0
1809215,,Cellular,0
1809216,,Cellular,0
1809217,,Cellular,0
1809218,,Cellular,0
1809219,,Cellular,0
1809220,,Santo Domingo,0
1809221,,Santo Domingo,0
18092220,,Santo Domingo,0
18092221,,Santo Domingo,0
18092222,,Santo Domingo,0
18092223,,Cellular,0
18092224,,Cellular,0
18092225,,Cellular,0
18092226,,Santo Domingo,0
18092227,,Santo Domingo,0
18092228,,Santo Domingo,0
180922291,,Santo Domingo,0
1809223,,Cellular,0
1809224,,Cellular,0
1809225,,Cellular,0
1809227,,Santo Domingo,0
1809228,,Cellular,0
1809229,,Cellular,0
1809230,,Cellular,0
1809231,,Santo Domingo,0
1809232,,Cellular,0
1809234,,Santo Domingo,0
1809235,,Cellular,0
1809236,,Santo Domingo,0
1809237,,Santo Domingo,0
1809238,,Santo Domingo,0
1809239,,Santo Domingo,0
18092403,,Santo Domingo,0
180924093,,Santo Domingo,0
180924300,,Santo Domingo,0
180924301,,Santo Domingo,0
180924302,,Santo Domingo,0
180924305,,Santo Domingo,0
180924306,,Santo Domingo,0
180924307,,Santo Domingo,0
18092433,,Santo Domingo,0
180924350,,Santo Domingo,0
180924351,,Santo Domingo,0
180924352,,Santo Domingo,0
180924353,,Santo Domingo,0
180924354,,Santo Domingo,0
180924355,,Santo Domingo,0
180924356,,Santo Domingo,0
18092438,,Santo Domingo,0
1809245,,Santo Domingo,0
18092480,,Cellular,0
18092482,,Cellular,0
18092484,,Cellular,0
18092485,,Cellular,0
18092486,,Cellular,0
18092487,,Cellular,0
18092488,,Cellular,0
1809249,,Cellular,0
1809250,,Cellular,0
1809251,,Cellular,0
1809252,,Cellular,0
1809253,,Cellular,0
1809254,,Cellular,0
18092550,,Santo Domingo,0
18092551,,Santo Domingo,0
18092552,,Santo Domingo,0
18092553,,Santo Domingo,0
18092554,,Santo Domingo,0
18092555,,Santo Domingo,0
18092556,,Santo Domingo,0
18092557,,Santo Domingo,0
18092558,,Santo Domingo,0
180925590,,Santo Domingo,0
180925591,,Santo Domingo,0
180925592,,Santo Domingo,0
180925593,,Santo Domingo,0
180925594,,Santo Domingo,0
180925595,,Santo Domingo,0
180925596,,Santo Domingo,0
180925597,,Santo Domingo,0
180925598,,Santo Domingo,0
1809256,,Cellular,0
1809257,,Cellular,0
1809258,,Cellular,0
1809259,,Cellular,0
1809260,,Cellular,0
1809262,,Santo Domingo,0
18092630,,Santo Domingo,0
18092631,,Santo Domingo,0
18092632,,Santo Domingo,0
18092633,,Santo Domingo,0
18092634,,Santo Domingo,0
18092635,,Santo Domingo,0
18092636,,Santo Domingo,0
18092637,,Santo Domingo,0
1809264,,Cellular,0
18092651,,Cellular,0
18092652,,Cellular,0
18092653,,Cellular,0
18092654,,Cellular,0
18092655,,Cellular,0
18092656,,Cellular,0
18092657,,Cellular,0
18092658,,Cellular,0
18092659,,Cellular,0
1809266,,Cellular,0
1809267,,Cellular,0
1809268,,Cellular,0
1809269,,Cellular,0
1809270,,Cellular,0
1809271,,Cellular,0
1809272,,Cellular,0
1809273,,Santo Domingo,0
1809274,,Santo Domingo,0
1809280,,Cellular,0
1809281,,Cellular,0
1809282,,Cellular,0
1809283,,Cellular,0
1809284,,Cellular,0
18092850,,Santo Domingo,0
18092851,,Santo Domingo,0
18092852,,Santo Domingo,0
18092853,,Santo Domingo,0
18092854,,Santo Domingo,0
18092855,,Santo Domingo,0
18092856,,Santo Domingo,0
18092857,,Santo Domingo,0
180928585,,Santo Domingo,0
180928586,,Santo Domingo,0
180928587,,Santo Domingo,0
180928588,,Santo Domingo,0
180928589,,Santo Domingo,0
18092859,,Santo Domingo,0
1809286,,Santo Domingo,0
1809287,,Santo Domingo,0
1809289,,Santo Domingo,0
1809292,,Cellular,0
1809293,,Cellular,0
1809297,,Cellular,0
1809298,,Cellular,0
1809299,,Cellular,0
1809301,,Cellular,0
1809302,,Cellular,0
1809303,,Cellular,0
1809304,,Cellular,0
1809305,,Cellular,0
1809306,,Cellular,0
1809307,,Cellular,0
1809308,,Cellular,0
1809309,,Cellular,0
1809310,,Cellular,0
1809312,,Santo Domingo,0
1809313,,Cellular,0
1809314,,Santo Domingo,0
1809315,,Cellular,0
1809316,,Cellular,0
1809317,,Cellular,0
1809318,,Cellular,0
1809319,,Cellular,0
1809321,,Cellular,0
1809322,,Cellular,0
1809323,,Cellular,0
1809324,,Cellular,0
1809325,,Cellular,0
1809326,,Cellular,0
1809327,,Cellular,0
1809328,,Santo Domingo,0
1809330,,Cellular,0
1809331,,Santo Domingo,0
1809332,,Santo Domingo,0
1809333,,Santo Domingo,0
1809334,,Santo Domingo,0
1809335,,Santo Domingo,0
1809338,,Santo Domingo,0
1809340,,Cellular,0
1809341,,Cellular,0
1809342,,Cellular,0
1809343,,Cellular,0
1809344,,Cellular,0
1809345,,Cellular,0
1809348,,Cellular,0
180935,,Cellular,0
1809360,,Cellular,0
1809361,,Cellular,0
18093620,,Santo Domingo,0
18093621,,Santo Domingo,0
18093622,,Santo Domingo,0
18093623,,Santo Domingo,0
18093624,,Santo Domingo,0
18093625,,Santo Domingo,0
18093626,,Santo Domingo,0
18093627,,Santo Domingo,0
180936280,,Santo Domingo,0
180936281,,Santo Domingo,0
180936282,,Santo Domingo,0
180936283,,Santo Domingo,0
180936284,,Santo Domingo,0
180936285,,Santo Domingo,0
180936286,,Santo Domingo,0
180936287,,Santo Domingo,0
180936288,,Santo Domingo,0
18093630,,Santo Domingo,0
18093631,,Santo Domingo,0
18093632,,Santo Domingo,0
18093633,,Santo Domingo,0
18093634,,Santo Domingo,0
18093635,,Santo Domingo,0
18093636,,Santo Domingo,0
18093637,,Santo Domingo,0
18093638,,Santo Domingo,0
1809364,,Santo Domingo,0
1809366,,Cellular,0
1809368,,Santo Domingo,0
1809370,,Cellular,0
1809371,,Cellular,0
1809372,,Santo Domingo,0
180937304,,Santo Domingo,0
180937305,,Santo Domingo,0
180937306,,Santo Domingo,0
180937307,,Santo Domingo,0
180937308,,Santo Domingo,0
180937309,,Santo Domingo,0
18093731,,Santo Domingo,0
18093732,,Santo Domingo,0
18093733,,Santo Domingo,0
18093734,,Santo Domingo,0
18093735,,Santo Domingo,0
18093736,,Santo Domingo,0
18093737,,Santo Domingo,0
180937380,,Santo Domingo,0
180937381,,Santo Domingo,0
180937382,,Santo Domingo,0
180937383,,Santo Domingo,0
180937384,,Santo Domingo,0
1809374,,Cellular,0
1809375,,Santo Domingo,0
1809376,,Cellular,0
1809377,,Cellular,0
1809378,,Santo Domingo,0
1809379,,Santo Domingo,0
1809381,,Santo Domingo,0
1809383,,Cellular,0
1809384,,Santo Domingo,0
1809385,,Santo Domingo,0
18093850,,Santo Domingo,0
18093851,,Santo Domingo,0
18093852,,Santo Domingo,0
180938530,,Santo Domingo,0
18093854,,Santo Domingo,0
18093855,,Santo Domingo,0
18093856,,Santo Domingo,0
18093857,,Santo Domingo,0
18093858,,Santo Domingo,0
18093859,,Santo Domingo,0
1809386,,Cellular,0
1809387,,Cellular,0
1809388,,Santo Domingo,0
1809389,,Cellular,0
180939,,Cellular,0
1809401,,Cellular,0
1809402,,Cellular,0
1809403,,Cellular,0
1809404,,Cellular,0
1809405,,Cellular,0
1809406,,Cellular,0
1809407,,Cellular,0
1809408,,Cellular,0
1809409,,Cellular,0
1809410,,Cellular,0
1809412,,Santo Domingo,0
1809413,,Cellular,0
1809414,,Santo Domingo,0
1809415,,Cellular,0
1809416,,Cellular,0
1809417,,Cellular,0
1809418,,Cellular,0
1809419,,Cellular,0
1809420,,Cellular,0
1809421,,Cellular,0
1809422,,Santo Domingo,0
1809423,,Cellular,0
1809424,,Cellular,0
1809425,,Cellular,0
1809426,,Cellular,0
1809427,,Cellular,0
1809428,,Cellular,0
1809429,,Cellular,0
1809430,,Cellular,0
1809431,,Cellular,0
1809432,,Cellular,0
1809433,,Cellular,0
1809434,,Cellular,0
1809435,,Santo Domingo,0
1809436,,Cellular,0
1809437,,Cellular,0
1809438,,Cellular,0
1809439,,Cellular,0
180944,,Cellular,0
1809450,,Santo Domingo,0
1809451,,Cellular,0
1809452,,Cellular,0
1809453,,Cellular,0
1809454,,Cellular,0
1809456,,Cellular,0
1809457,,Cellular,0
1809458,,Cellular,0
1809459,,Cellular,0
1809460,,Cellular,0
1809461,,Cellular,0
1809462,,Cellular,0
1809463,,Cellular,0
1809464,,Cellular,0
1809465,,Cellular,0
1809467,,Cellular,0
1809470,,Cellular,0
18094700,,Santo Domingo,0
18094701,,Cellular,0
18094702,,Cellular,0
18094703,,Cellular,0
18094704,,Cellular,0
18094705,,Cellular,0
18094706,,Cellular,0
18094707,,Cellular,0
18094708,,Cellular,0
18094709,,Santo Domingo,0
1809472,,Santo Domingo,0
1809473,,Santo Domingo,0
1809474,,Cellular,0
1809475,,Santo Domingo,0
18094760,,Santo Domingo,0
18094761,,Santo Domingo,0
18094762,,Santo Domingo,0
180947630,,Santo Domingo,0
180947631,,Santo Domingo,0
180947632,,Santo Domingo,0
180947633,,Santo Domingo,0
180947634,,Santo Domingo,0
180947635,,Santo Domingo,0
180947636,,Santo Domingo,0
180947637,,Santo Domingo,0
180947638,,Santo Domingo,0
18094764,,Santo Domingo,0
18094765,,Santo Domingo,0
18094766,,Santo Domingo,0
18094767,,Santo Domingo,0
18094768,,Santo Domingo,0
18094769,,Santo Domingo,0
1809477,,Cellular,0
1809478,,Cellular,0
1809479,,Cellular,0
1809480,,Cellular,0
1809481,,Cellular,0
1809482,,Santo Domingo,0
1809483,,Santo Domingo,0
1809484,,Cellular,0
1809485,,Cellular,0
1809486,,Cellular,0
1809487,,Santo Domingo,0
1809488,,Cellular,0
180949,,Cellular,0
1809501,,Cellular,0
1809502,,Cellular,0
1809503,,Santo Domingo,0
1809504,,Cellular,0
1809505,,Cellular,0
1809506,,Cellular,0
1809507,,Cellular,0
1809508,,Santo Domingo,0
1809509,,Cellular,0
1809510,,Cellular,0
1809512,,Cellular,0
1809513,,Cellular,0
1809514,,Cellular,0
18095150,,Cellular,0
180951569,,Cellular,0
18095157,,Cellular,0
18095158,,Cellular,0
18095159,,Cellular,0
1809516,,Cellular,0
1809517,,Cellular,0
1809518,,Santo Domingo,0
1809519,,Cellular,0
1809520,,Cellular,0
18095234,,Santo Domingo,0
18095235,,Santo Domingo,0
18095236,,Santo Domingo,0
18095237,,Santo Domingo,0
180952390,,Santo Domingo,0
180952392,,Santo Domingo,0
180952393,,Santo Domingo,0
180952394,,Santo Domingo,0
180952395,,Santo Domingo,0
180952396,,Santo Domingo,0
180952397,,Santo Domingo,0
180952398,,Santo Domingo,0
180952399,,Santo Domingo,0
18095265,,Santo Domingo,0
180952690,,Santo Domingo,0
1809530,,Santo Domingo,0
1809531,,Santo Domingo,0
1809532,,Santo Domingo,0
1809533,,Santo Domingo,0
1809534,,Santo Domingo,0
1809535,,Santo Domingo,0
1809536,,Santo Domingo,0
1809537,,Santo Domingo,0
18095384,,Santo Domingo,0
18095385,,Santo Domingo,0
18095386,,Santo Domingo,0
18095387,,Santo Domingo,0
18095388,,Santo Domingo,0
18095389,,Santo Domingo,0
18095390,,Santo Domingo,0
18095394,,Santo Domingo,0
18095395,,Santo Domingo,0
18095396,,Santo Domingo,0
18095397,,Santo Domingo,0
18095398,,Santo Domingo,0
180953990,,Santo Domingo,0
1809540,,Santo Domingo,0
1809541,,Santo Domingo,0
18095420,,Santo Domingo,0
18095421,,Santo Domingo,0
18095422,,Santo Domingo,0
18095423,,Santo Domingo,0
18095424,,Santo Domingo,0
18095425,,Santo Domingo,0
18095426,,Santo Domingo,0
18095427,,Santo Domingo,0
18095428,,Santo Domingo,0
180954290,,Cellular,0
180954291,,Cellular,0
180954292,,Cellular,0
180954293,,Cellular,0
180954295,,Cellular,0
180954296,,Cellular,0
180954297,,Cellular,0
180954298,,Cellular,0
180954299,,Santo Domingo,0
1809543,,Cellular,0
18095431,,Santo Domingo,0
1809544,,Santo Domingo,0
18095450,,Cellular,0
18095451,,Cellular,0
18095452,,Santo Domingo,0
18095453,,Santo Domingo,0
18095454,,Cellular,0
18095455,,Santo Domingo,0
18095456,,Cellular,0
18095457,,Santo Domingo,0
18095458,,Santo Domingo,0
18095459,,Cellular,0
1809546,,Cellular,0
1809547,,Santo Domingo,0
1809548,,Santo Domingo,0
1809549,,Santo Domingo,0
180955964,,Santo Domingo,0
180955965,,Santo Domingo,0
180955966,,Santo Domingo,0
180955967,,Santo Domingo,0
180955968,,Santo Domingo,0
180955969,,Santo Domingo,0
18095597,,Santo Domingo,0
18095598,,Santo Domingo,0
180955990,,Santo Domingo,0
180955991,,Santo Domingo,0
180956,,Santo Domingo,0
1809590,,Santo Domingo,0
18095910,,Santo Domingo,0
18095911,,Santo Domingo,0
18095912,,Santo Domingo,0
18095913,,Santo Domingo,0
18095914,,Santo Domingo,0
18095915,,Santo Domingo,0
18095916,,Santo Domingo,0
18095917,,Santo Domingo,0
18095918,,Santo Domingo,0
180959190,,Santo Domingo,0
180959191,,Santo Domingo,0
1809592,,Santo Domingo,0
1809593,,Santo Domingo,0
1809594,,Santo Domingo,0
1809595,,Santo Domingo,0
1809596,,Santo Domingo,0
1809597,,Santo Domingo,0
18095980,,Santo Domingo,0
18095981,,Santo Domingo,0
18095982,,Santo Domingo,0
18095983,,Santo Domingo,0
18095984,,Santo Domingo,0
18095985,,Santo Domingo,0
18095986,,Santo Domingo,0
18095987,,Santo Domingo,0
18095988,,Santo Domingo,0
180959890,,Santo Domingo,0
180959891,,Santo Domingo,0
180959892,,Santo Domingo,0
180959893,,Santo Domingo,0
180959894,,Santo Domingo,0
180959895,,Santo Domingo,0
180959896,,Santo Domingo,0
180959897,,Santo Domingo,0
18095990,,Santo Domingo,0
18095991,,Santo Domingo,0
18095992,,Santo Domingo,0
18095993,,Santo Domingo,0
18095994,,Santo Domingo,0
18095995,,Santo Domingo,0
18095996,,Santo Domingo,0
18095997,,Santo Domingo,0
18095998,,Santo Domingo,0
180959990,,Santo Domingo,0
180959991,,Santo Domingo,0
180959992,,Santo Domingo,0
180959993,,Santo Domingo,0
180959994,,Santo Domingo,0
180959995,,Santo Domingo,0
180959996,,Santo Domingo,0
180959997,,Santo Domingo,0
1809601,,Cellular,0
1809602,,Cellular,0
1809603,,Cellular,0
1809604,,Cellular,0
1809605,,Cellular,0
1809606,,Cellular,0
1809607,,Cellular,0
1809608,,Cellular,0
1809609,,Cellular,0
1809610,,Cellular,0
1809613,,Cellular,0
1809614,,Cellular,0
1809615,,Cellular,0
1809616,,Santo Domingo,0
1809617,,Cellular,0
1809618,,Cellular,0
1809619,,Cellular,0
1809620,,Santo Domingo,0
1809621,,Santo Domingo,0
1809622,,Santo Domingo,0
1809623,,Santo Domingo,0
1809624,,Cellular,0
1809627,,Cellular,0
1809628,,Cellular,0
1809629,,Cellular,0
1809630,,Cellular,0
1809631,,Cellular,0
1809632,,Cellular,0
18096330,,Santo Domingo,0
18096331,,Santo Domingo,0
18096332,,Santo Domingo,0
18096333,,Santo Domingo,0
18096334,,Santo Domingo,0
180963352,,Santo Domingo,0
180963353,,Santo Domingo,0
180963354,,Santo Domingo,0
180963355,,Santo Domingo,0
180963356,,Santo Domingo,0
180963357,,Santo Domingo,0
180963358,,Santo Domingo,0
180963359,,Santo Domingo,0
18096336,,Santo Domingo,0
18096337,,Santo Domingo,0
18096338,,Santo Domingo,0
18096339,,Santo Domingo,0
1809634,,Cellular,0
1809635,,Cellular,0
1809636,,Santo Domingo,0
1809637,,Cellular,0
1809638,,Santo Domingo,0
1809639,,Cellular,0
180964,,Cellular,0
1809650,,Cellular,0
1809651,,Cellular,0
1809652,,Cellular,0
1809653,,Cellular,0
1809654,,Cellular,0
1809655,,Santo Domingo,0
1809656,,Cellular,0
1809657,,Cellular,0
1809658,,Cellular,0
1809659,,Cellular,0
180966,,Cellular,0
1809670,,Cellular,0
1809671,,Cellular,0
1809672,,Cellular,0
1809673,,Cellular,0
1809674,,Cellular,0
1809675,,Cellular,0
1809676,,Cellular,0
1809677,,Cellular,0
1809678,,Cellular,0
1809681,,Santo Domingo,0
1809682,,Santo Domingo,0
1809683,,Santo Domingo,0
1809684,,Santo Domingo,0
1809685,,Santo Domingo,0
1809686,,Santo Domingo,0
1809687,,Santo Domingo,0
1809688,,Santo Domingo,0
1809689,,Santo Domingo,0
18096921,,Santo Domingo,0
180969220,,Santo Domingo,0
180969221,,Santo Domingo,0
1809693,,Cellular,0
1809694,,Cellular,0
1809695,,Santo Domingo,0
1809696,,Cellular,0
1809697,,Cellular,0
1809698,,Cellular,0
1809699,,Santo Domingo,0
1809700,,Santo Domingo,0
1809701,,Santo Domingo,0
1809702,,Cellular,0
1809703,,Cellular,0
1809704,,Cellular,0
1809705,,Cellular,0
1809706,,Cellular,0
1809707,,Cellular,0
1809708,,Cellular,0
1809709,,Cellular,0
1809710,,Cellular,0
